2020-06-30T14:41:00,AAPL,AAPL200710C00165000,AAPL Jul 10 2020 $165.00 Call,165.0,197.5,202.2
2020-06-30T14:41:00,AAPL,AAPL200710P00165000,AAPL Jul 10 2020 $165.00 Put,165.0,0.0,2.63
2020-06-30T14:41:00,AAPL,AAPL200710P00170000,AAPL Jul 10 2020 $170.00 Put,170.0,0.0,5.0
2020-06-30T14:41:00,AAPL,AAPL200710C00170000,AAPL Jul 10 2020 $170.00 Call,170.0,192.5,197.2
2020-06-30T14:41:00,AAPL,AAPL200710P00175000,AAPL Jul 10 2020 $175.00 Put,175.0,0.0,3.9
2020-06-30T14:41:00,AAPL,AAPL200710C00175000,AAPL Jul 10 2020 $175.00 Call,175.0,187.55,192.4
2020-06-30T14:41:00,AAPL,AAPL200710P00180000,AAPL Jul 10 2020 $180.00 Put,180.0,0.0,0.09
2020-06-30T14:41:00,AAPL,AAPL200710C00180000,AAPL Jul 10 2020 $180.00 Call,180.0,182.4,186.65
2020-06-30T14:41:00,AAPL,AAPL200710P00185000,AAPL Jul 10 2020 $185.00 Put,185.0,0.0,5.0
2020-06-30T14:41:00,AAPL,AAPL200710C00185000,AAPL Jul 10 2020 $185.00 Call,185.0,177.55,181.65
2020-06-30T14:41:00,AAPL,AAPL200710P00190000,AAPL Jul 10 2020 $190.00 Put,190.0,0.0,0.02
2020-06-30T14:41:00,AAPL,AAPL200710C00190000,AAPL Jul 10 2020 $190.00 Call,190.0,174.0,177.3
2020-06-30T14:41:00,AAPL,AAPL200710P00195000,AAPL Jul 10 2020 $195.00 Put,195.0,0.0,5.0
2020-06-30T14:41:00,AAPL,AAPL200710C00195000,AAPL Jul 10 2020 $195.00 Call,195.0,167.35,172.3
2020-06-30T14:41:00,AAPL,AAPL200710P00200000,AAPL Jul 10 2020 $200.00 Put,200.0,0.0,5.0
2020-06-30T14:41:00,AAPL,AAPL200710C00200000,AAPL Jul 10 2020 $200.00 Call,200.0,162.4,167.15
2020-06-30T14:41:00,AAPL,AAPL200710C00205000,AAPL Jul 10 2020 $205.00 Call,205.0,157.5,161.6
2020-06-30T14:41:00,AAPL,AAPL200710P00205000,AAPL Jul 10 2020 $205.00 Put,205.0,0.0,5.0
2020-06-30T14:41:00,AAPL,AAPL200710P00210000,AAPL Jul 10 2020 $210.00 Put,210.0,0.0,5.0
2020-06-30T14:41:00,AAPL,AAPL200710C00210000,AAPL Jul 10 2020 $210.00 Call,210.0,152.55,157.35
2020-06-30T14:41:00,AAPL,AAPL200710P00215000,AAPL Jul 10 2020 $215.00 Put,215.0,0.0,5.0
2020-06-30T14:41:00,AAPL,AAPL200710C00215000,AAPL Jul 10 2020 $215.00 Call,215.0,147.2,152.2
2020-06-30T14:41:00,AAPL,AAPL200710P00220000,AAPL Jul 10 2020 $220.00 Put,220.0,0.0,0.83
2020-06-30T14:41:00,AAPL,AAPL200710C00220000,AAPL Jul 10 2020 $220.00 Call,220.0,142.15,145.75
2020-06-30T14:41:00,AAPL,AAPL200710P00225000,AAPL Jul 10 2020 $225.00 Put,225.0,0.0,5.0
2020-06-30T14:41:00,AAPL,AAPL200710C00225000,AAPL Jul 10 2020 $225.00 Call,225.0,137.6,141.7
2020-06-30T14:41:00,AAPL,AAPL200710P00230000,AAPL Jul 10 2020 $230.00 Put,230.0,0.0,0.01
2020-06-30T14:41:00,AAPL,AAPL200710C00230000,AAPL Jul 10 2020 $230.00 Call,230.0,132.25,135.75
2020-06-30T14:41:00,AAPL,AAPL200710P00235000,AAPL Jul 10 2020 $235.00 Put,235.0,0.0,0.02
2020-06-30T14:41:00,AAPL,AAPL200710C00235000,AAPL Jul 10 2020 $235.00 Call,235.0,128.75,132.2
2020-06-30T14:41:00,AAPL,AAPL200710P00240000,AAPL Jul 10 2020 $240.00 Put,240.0,0.0,5.0
2020-06-30T14:41:00,AAPL,AAPL200710C00240000,AAPL Jul 10 2020 $240.00 Call,240.0,122.4,127.2
2020-06-30T14:41:00,AAPL,AAPL200710P00245000,AAPL Jul 10 2020 $245.00 Put,245.0,0.0,5.0
2020-06-30T14:41:00,AAPL,AAPL200710C00245000,AAPL Jul 10 2020 $245.00 Call,245.0,118.7,122.2
2020-06-30T14:41:00,AAPL,AAPL200710P00250000,AAPL Jul 10 2020 $250.00 Put,250.0,0.01,0.05
